@relation 'WDF-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,16'

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute A1 numeric
@attribute mu2 numeric
@attribute A2 numeric
@attribute sigma4 numeric

@data
1002454,21,1453.83,5,4,2,5,2,97.489874,88.530809,6,1.073128,17,1.066639,2.592593
1002468,148,3300.59,3,4,2,6,2,105.796402,97.563352,8,0.561654,18,1.461384,1.935484
1002482,113,550.1,5,4,2,1,3,493.760131,438.150819,8,3.998919,17,4.950126,2.222222
1002488,121,2318.27,3,4,2,1,2,221.768857,158.044847,7,1.467494,18,3.454797,1.363636
1002491,61,1591.36,7,4,2,6,2,179.690328,123.777896,6,0.990523,19,1.543733,1.612903
1002499,75,2357.56,3,0,3,6,16,428.096869,485.495766,9,2.608435,18,7.001514,3.076923
1002500,63,2946.95,3,0,3,6,16,259.868701,235.809334,8,1.447087,18,2.995973,2.790698
1002501,39,5893.91,3,7,3,2,11,218.595214,165.212076,6,1.807068,18,3.028883,2.5
1002506,35,5893.91,2,0,3,6,10,226.696135,126.78155,5,0.64005,18,2.51958,2.5
1002508,43,3064.83,1,0,3,6,16,193.488178,102.295641,9,0.760282,18,2.341777,2.5
1002516,38,4243.61,5,0,3,6,16,248.722345,101.261675,9,1.093075,19,3.12768,1.282051
1002519,38,982.32,3,0,3,6,9,183.90026,94.563948,5,1.331619,18,2.606159,2.4
1002520,39,3300.59,3,0,3,2,16,240.729919,80.717213,10,2.272189,20,3.531282,1.269841
1002522,44,2554.03,4,0,3,6,16,308.977664,163.637998,6,0.922419,19,3.732624,2.173913
1002523,39,943.03,4,0,3,6,16,454.507235,142.235405,6,1.884661,19,6.10187,1.612903
1002525,40,982.32,5,0,3,6,12,305.468765,157.373303,7,2.584214,20,3.76559,1.904762
1002530,45,4911.59,2,0,3,6,4,158.347675,60.605556,4,2.363901,20,2.035303,1.355932
1002532,46,2946.95,4,0,3,6,17,181.888893,90.249076,5,1.646783,19,2.278512,1.960784
1002534,39,5304.52,6,0,3,1,15,242.291951,90.031196,6,1.106692,18,2.889365,3.076923
1002535,40,1375.25,5,0,3,1,14,215.888487,94.514778,6,1.163986,18,1.707304,3.529412
1002536,62,4911.59,4,0,3,1,10,721.069142,215.046682,9,4.623019,19,7.580862,2.325581
1002539,36,5893.91,3,0,3,6,14,307.2951,105.459309,6,2.452771,19,3.237426,1.5625
1002541,40,11787.82,7,0,3,2,12,499.215155,152.154007,6,2.423665,19,5.515493,2.12766
1002543,45,7858.55,7,0,3,6,14,242.786499,104.330525,6,0.717558,19,4.703515,1.639344
1002544,42,33398.82,3,0,3,2,1,338.501575,127.756188,8,1.538784,19,5.493275,2.222222
1002546,50,6286.84,5,7,3,6,6,287.867117,131.925597,7,2.513006,19,3.903639,1.538462
1002549,36,5893.91,5,7,3,6,14,264.361178,167.214472,5,1.586534,19,1.974629,2.272727
1002550,48,6876.23,10,7,3,1,9,865.423572,307.24901,9,4.767951,18,9.105049,3.529412
1002553,33,1964.64,2,0,3,6,15,132.184726,102.987698,8,0.64469,19,1.465432,2.380952
1002555,40,7269.16,6,0,3,6,16,146.089832,112.482451,10,0.951322,18,1.887658,3
1002557,40,5265.23,8,0,3,6,15,610.731499,221.81656,8,1.642819,19,3.949385,1.5625
1002562,77,3929.27,3,7,3,2,16,448.751485,358.148213,6,3.285561,20,5.344184,0.987654
1002563,30,1964.64,5,7,3,6,11,417.669186,211.937296,7,3.668855,19,2.498499,2.564103
1002565,38,2318.27,3,7,3,2,16,237.453684,104.571204,7,0.964232,19,2.042323,2.173913
1002567,37,8840.86,4,7,3,6,3,225.39808,132.278592,6,1.38329,19,2.41333,2.439024
1002569,26,4518.66,6,7,3,2,18,252.563351,137.473873,6,1.417206,19,3.234083,2.439024
1002572,46,3929.27,4,7,3,6,9,309.137773,154.711973,5,1.129463,19,4.450205,1.190476
1002574,41,3654.22,5,7,3,2,14,283.68702,161.1196,5,2.152127,18,2.006744,1.290323
1002576,41,3339.88,6,7,3,1,15,339.198459,178.836294,5,2.304501,19,6.087754,1.818182
1002578,43,5893.91,6,7,3,2,9,302.686873,108.573797,4,1.849522,20,2.722605,2.285714
1002579,40,6876.23,2,7,3,2,8,134.371597,67.309821,10,0.502651,18,0.305043,1.538462
1002580,47,4302.55,4,7,3,2,3,240.078164,159.042867,6,0.746896,19,3.2545,2.040816
1002583,34,3929.27,4,0,2,8,3,225.312639,230.660904,6,1.001443,18,2.67747,2.142857
1002585,50,982.32,4,4,2,6,7,312.299649,227.573611,6,3.433561,18,4.16074,1.666667
1002586,106,5893.91,4,4,2,1,13,284.188939,202.217358,6,0.462388,19,2.169302,1.818182
1002588,46,7858.55,5,4,2,1,7,1578.801853,1409.249894,6,10.695331,18,13.975516,2.264151
1002589,71,7858.55,5,4,2,4,9,838.976294,645.468757,6,4.824347,17,6.166573,2.692308
1002592,124,1178.78,5,7,2,6,9,1119.216245,1123.023976,5,1.211009,18,3.124333,2.352941
1002594,113,1964.64,6,4,2,6,11,631.887497,688.59396,6,3.047628,17,5.401937,2.153846
1002595,32,4636.54,5,4,2,6,10,225.038998,238.031214,8,1.213795,18,4.066656,1.2
1002597,44,1866.4,4,4,2,6,9,825.562852,726.812064,7,0.982712,19,5.844471,1.666667
1002598,44,4282.91,4,4,2,6,1,252.143556,183.975727,5,0.483182,18,2.394758,2.181818
1002600,40,1532.42,4,4,2,6,10,198.885814,247.868584,6,0.748533,18,2.681007,1.666667
1002601,121,3889.98,7,4,2,6,10,439.850253,462.499365,6,2.056971,16,2.275721,2.461538
1002607,32,785.85,2,4,2,1,9,115.23212,187.032179,7,0.958361,16,1.057281,1.454545
1002612,140,2711.2,3,4,2,4,10,1049.668,667.7831,5,5.01877,18,8.329968,3.076923
1002616,59,1532.42,5,4,2,6,14,614.350503,480.964099,6,2.55187,18,5.869406,2.033898
1002617,106,353.63,4,7,2,3,14,431.632192,394.993336,6,1.835961,18,3.460999,2.307692
1002619,87,3064.83,1,4,2,4,7,240.978264,227.025183,7,0.901748,18,1.824686,1.263158
1002624,14,1532.42,0,4,2,4,9,191.267811,156.059806,6,1.00454,16,2.276531,2.38806
1002626,40,6286.84,5,4,2,6,14,384.207264,330.510277,6,1.712808,18,3.653075,2.352941
1002629,94,4636.54,10,4,2,1,8,275.255892,255.438933,6,1.685563,19,2.065912,2.040816
1002630,63,2023.58,3,4,2,6,9,116.113071,106.549176,6,0.945885,19,1.139468,1.785714
1002632,50,3143.42,3,7,0,6,14,389.598901,326.731797,5,1.97624,18,3.340897,3
1002633,47,3536.35,8,4,0,4,10,202.737119,147.15406,5,1.113093,19,1.556773,2.631579
1002636,13,1532.42,6,4,0,2,7,141.592171,102.799147,6,0.739754,18,1.115053,2.307692
1002640,55,1611,6,4,2,1,2,85.783487,112.339188,6,0.414307,17,1.035934,2.258065
1002643,18,2946.95,10,4,2,1,5,292.508827,275.181231,7,2.547029,15,5.025923,2.8125
1002646,55,2239.69,14,7,2,6,7,500.569836,425.293093,6,2.77242,15,5.300949,3.75
1002651,45,2318.27,3,4,2,4,1,379.785351,306.698077,5,4.146997,18,4.223355,1.904762
1002654,71,3497.05,5,0,2,6,12,117.016294,146.972002,5,0.675878,18,0.954425,2.5
1002655,16,1532.42,3,4,2,6,9,119.285027,316.226416,6,0.7647,19,0.909905,1.098901
1002658,94,2514.73,9,4,2,4,2,392.366417,217.865716,6,3.456494,17,5.029648,1.22807
1002662,135,5500.98,6,0,2,6,7,430.617212,349.197295,8,3.66942,18,5.559581,1.875
1002664,17,982.32,7,4,2,1,13,204.662807,217.995168,6,0.579445,19,0.68503,2.564103
1002665,95,8860.51,8,4,2,4,12,351.119723,237.143722,6,0.74545,19,1.517024,2.12766
1002668,33,2396.86,2,4,2,6,3,374.142191,252.487264,6,0.710078,18,0.562935,2.285714
1002669,37,1532.42,2,0,2,6,7,283.085227,171.837171,5,1.953733,18,3.599781,1.034483
1002675,37,726.92,3,4,2,1,13,330.258208,239.982195,8,1.72254,18,2.143907,1.538462
1002677,48,2259.33,3,7,2,6,1,202.311416,223.997709,9,0.764005,18,2.292624,2.352941
1002682,48,9135.56,5,7,3,6,5,382.34178,408.94211,7,2.589236,20,5.41922,1.95122
1002683,63,10805.5,5,7,3,6,5,211.61204,241.951217,7,1.438035,18,5.504482,1.791045
1002685,48,10314.34,3,7,3,6,6,194.232602,188.907372,6,1.729935,20,1.59722,1.666667
1002686,48,8840.86,5,7,3,6,6,953.149341,743.072262,7,12.88086,19,10.727597,2.272727
1002687,48,6876.23,6,7,3,6,6,539.301572,473.097833,6,1.707814,20,4.458044,1.311475
1002688,72,1866.4,2,7,3,6,5,192.712114,186.362329,7,0.734068,19,1.474899,1.851852
1002689,48,13261.3,4,7,3,6,6,435.177153,369.337987,7,6.764991,21,5.825661,1.276596
1002693,48,3634.58,3,7,3,1,6,301.679827,286.1535,9,2.498098,18,3.705019,2.5
1002696,72,6876.23,4,7,3,6,5,400.224853,354.193402,8,2.261767,20,4.242931,2.666667
1002701,80,1178.78,3,7,3,6,5,330.035276,345.33025,8,3.577558,18,2.770278,2.4
1002703,72,3536.35,5,7,3,6,6,188.311784,198.837302,6,1.617,16,2.514792,2.253521
1002705,72,687.62,5,7,3,6,6,277.22612,253.47575,6,1.079373,19,3.400563,1.818182
1002709,48,4715.13,5,7,3,1,5,346.924682,313.230051,7,0.967851,16,3.864756,1.538462
1002710,48,5402.75,2,7,3,1,5,316.960215,262.523693,9,0.756777,18,4.245796,2.352941
1002712,64,6876.23,10,7,3,1,5,455.58921,405.058645,7,1.756778,18,2.201444,3.076923
1002713,72,5697.45,3,7,3,2,5,394.752799,350.91298,7,1.77657,19,3.718768,1.960784
1002715,48,8840.86,1,7,3,6,6,364.642635,320.616126,8,2.146872,18,2.998268,2.068966
1002719,64,5206.29,2,7,3,1,5,189.026917,219.165231,7,3.276274,19,2.00945,1.851852
1002720,72,2946.95,8,7,3,2,7,427.968244,394.875015,7,4.126949,19,4.193162,3.571429
1002722,72,10805.5,4,7,3,6,5,558.655342,475.378085,7,2.993656,19,6.538254,2.564103
1002723,64,7367.39,5,7,3,1,5,640.501356,563.995746,8,5.463752,17,4.93134,4.827586
1002743,100,8840.86,2,7,3,2,29,492.546775,333.332913,5,4.667482,19,4.864545,2
1002744,90,10805.5,3,7,3,2,2,474.778407,319.128111,7,2.637493,20,3.553814,2.051282
1002746,100,10805.5,3,7,3,2,29,439.130683,310.616093,6,1.192141,17,1.324378,1.666667
1002747,72,2946.95,5,7,3,2,15,760.658553,568.755333,8,4.328726,18,8.016046,2.857143
1002749,90,14734.77,8,7,3,2,30,846.800807,691.559545,5,2.872362,19,6.811808,2.631579
1002754,100,18664.05,4,7,3,2,12,689.629866,543.785582,7,6.783659,19,9.680989,1.408451
1002755,100,14734.77,2,7,3,2,29,1265.293668,1081.487647,7,4.733,18,8.271057,2.926829
1002770,41,4420.43,3,7,3,2,25,526.204367,394.644563,7,2.559935,19,5.417006,2.564103
1002771,36,12711.2,4,7,3,2,15,703.813405,657.673478,8,3.700217,19,5.849659,1.818182
1002773,108,20235.76,4,7,3,6,20,547.516855,361.67614,8,1.92922,19,4.833271,2.564103
1002778,99,18762.28,5,7,3,6,15,458.036169,289.737142,5,3.46561,14,3.364562,1.333333
1002782,100,10805.5,1,7,3,2,19,385.104879,338.842132,8,6.635788,17,3.44334,2.692308
1002786,80,1473.48,0,4,3,2,10,390.486811,356.788336,7,2.460428,19,4.581288,2.380952
1002789,63,9823.18,2,7,3,2,29,490.903806,405.583015,10,4.199041,18,4.759484,3.478261
1002790,186,14734.77,5,7,3,6,18,862.965594,673.618485,6,7.113744,19,8.641249,2.564103
1002793,120,43222,5,7,3,2,29,971.598823,568.754534,6,7.641626,19,9.731296,2.040816
1002794,63,19155.21,4,7,3,1,29,573.976329,439.097458,7,5.392276,19,7.468732,1.612903
1002795,63,12770.14,5,7,3,2,1,511.05495,393.345557,6,6.890624,19,6.086063,1.754386
1002799,100,3339.88,1,7,3,2,29,551.353697,494.91606,10,4.689858,19,3.620976,1.960784
1002800,48,10805.5,3,7,3,6,17,538.570059,479.046911,6,1.123627,19,5.107245,2.380952
1002801,100,14734.77,5,5,3,2,12,646.923629,530.65278,7,3.786791,19,5.028451,2.564103
1002802,48,19646.37,4,7,3,6,15,782.400901,664.821323,9,4.864817,19,5.692184,1.904762
1002805,34,3929.27,6,4,0,4,7,264.661969,283.749548,6,2.048933,18,2.598706,2.307692
1002806,121,4911.59,6,4,0,4,10,693.050334,405.931314,6,7.840097,19,7.027283,1.754386
1002807,71,2868.37,11,4,0,4,11,174.297665,274.314285,6,1.895981,19,2.111477,1.754386
1002810,143,6876.23,4,4,0,1,11,317.012637,276.161334,6,1.717762,18,4.082405,2.222222
1002812,23,3929.27,5,4,0,4,11,229.221027,184.059537,6,2.100023,18,2.167776,2.857143
1002813,92,1964.64,8,7,2,2,11,442.505112,286.614208,6,5.043324,19,4.867755,1.219512
1002816,50,1532.42,5,4,0,4,11,219.516684,118.232868,7,2.457553,19,2.805804,1.724138
1002819,56,1178.78,5,4,0,4,9,551.785746,476.083745,6,5.469722,19,6.4823,2.222222
1002820,58,392.93,4,4,0,4,11,142.192414,143.198261,5,0.969261,19,1.025224,2.5
1002832,29,196.46,1,4,0,6,10,78.235764,99.606497,5,0.427312,18,0.593585,2.5
1002834,142,7701.38,6,4,2,4,11,432.068069,416.811748,6,6.6542,19,4.715564,1.754386
1002842,61,5893.91,1,4,2,6,13,150.858419,171.462253,5,3.576873,19,3.728274,1.234568
1002843,84,785.85,3,4,0,4,13,71.342441,143.581488,4,4.335022,18,2.254448,1.904762
1002850,26,7072.69,4,4,0,6,9,959.117238,548.740108,6,1.843946,19,3.167571,2.439024
1002852,123,1532.42,3,7,0,6,11,109.744122,191.345948,6,0.596437,19,1.257726,1.234568
1002856,64,353.63,2,4,0,4,13,114.092897,113.894655,6,0.225241,18,0.844321,2.727273
1002862,82,1532.42,2,4,0,6,13,190.05688,177.57409,7,2.577087,15,1.750402,2.051282
1002871,44,2868.37,11,4,0,4,5,713.802656,424.307686,5,5.525335,19,6.086681,1.666667
1002880,83,1532.42,3,4,0,4,11,846.102243,548.027569,7,10.25006,18,12.058749,1.967213
1002883,86,1532.42,3,4,0,4,13,123.525344,84.947375,7,0.388072,19,1.484582,1.612903
1002887,91,2239.69,3,4,0,6,13,126.04314,98.103543,6,0.49218,19,1.857769,1.724138
1002891,132,3929.27,5,4,2,1,2,479.725712,410.591083,6,1.614277,19,2.347155,2.439024
1002893,114,6483.3,6,4,2,6,3,221.990152,216.647226,6,0.961354,19,1.418474,2.702703
1002895,45,1316.31,5,4,2,1,2,137.229623,122.063282,3,1.052377,18,1.277522,3.076923
1002896,53,2259.33,4,4,2,1,3,400.699441,332.274245,6,1.96574,18,2.885498,1.818182
1002899,21,1414.54,8,4,2,1,1,547.014472,380.460706,5,3.768805,17,5.510758,2.5
1002901,80,3300.59,3,4,2,1,2,307.969995,228.108553,4,1.001322,18,1.379014,3.428571
1002904,58,1886.05,5,4,2,1,2,193.813363,161.394326,6,2.180395,18,1.291561,1.846154
1002905,91,5893.91,4,7,2,2,2,253.685792,208.702284,6,0.627178,18,2.708563,2.068966
1002906,95,2671.91,5,4,2,6,2,272.358178,244.197189,5,1.199947,18,4.155128,1.846154
1002924,29,1394.89,4,4,2,5,2,90.697629,86.344857,3,0.379401,19,0.727728,2.564103
1002925,19,3772.1,8,4,0,1,2,93.387125,106.357642,6,0.507346,18,0.869053,3.076923
1002927,24,1925.34,3,4,2,1,2,95.447126,91.243927,8,1.015334,18,0.860894,1.290323
1002931,65,5893.91,2,4,2,1,2,140.649202,146.830561,4,1.25926,18,1.561816,2
1002932,40,1571.71,3,4,2,6,2,102.08313,113.477173,5,0.572596,17,0.782289,3.043478
1002934,36,1434.18,5,4,2,1,2,110.775403,83.992606,6,1.345563,15,1.014132,1.935484
1002952,31,3536.35,6,4,2,1,2,109.543856,119.00246,6,0.339604,19,0.8731,2.439024
1002956,88,1335.95,8,4,2,1,2,102.675125,175.590043,4,0.248648,19,1.534667,1.265823
1002958,129,4911.59,5,4,2,1,2,178.228393,194.824856,6,1.105663,19,2.662903,1.449275
1002959,16,5265.23,6,4,2,6,2,423.988927,362.411118,6,1.155033,21,1.394524,1.538462
1002962,17,785.85,5,4,2,1,1,73.544729,90.779505,5,0.775481,19,1.209451,2.777778
1002973,59,8840.86,2,4,0,1,1,264.759326,241.685765,6,1.85926,19,1.525887,2.5
1002976,127,9823.18,2,4,2,2,3,655.588381,606.780928,7,1.549072,18,5.119462,1.263158
1002979,46,6876.23,5,7,3,6,14,515.770682,192.339174,6,2.810477,20,1.400523,5
1002980,42,11787.82,1,7,3,6,3,194.295209,83.343535,7,1.573753,19,2.370781,2.439024
1002982,43,4911.59,3,0,3,6,14,182.807623,93.85284,6,2.413263,19,1.759921,2.564103
1002983,42,6876.23,5,7,3,6,19,348.425628,175.310132,6,1.671331,19,3.083475,2.040816
1002984,41,1964.64,2,0,3,2,14,186.083151,89.003615,6,1.693168,19,2.086498,1.298701
1002985,46,3929.27,1,0,3,2,14,745.211124,329.665717,6,7.037207,19,8.43082,1.851852
1002992,83,1925.34,5,4,2,6,0,177.561104,138.773339,4,0.315001,20,1.193969,1.666667
1002999,135,4597.25,6,4,2,1,9,714.537736,257.547084,7,3.36414,18,2.919838,2.105263
1003004,81,1532.42,1,4,2,6,11,78.621186,73.194571,8,0.040555,19,0.594587,2.564103
1003005,75,2357.56,3,4,2,1,11,133.940449,67.729528,7,1.905476,19,2.223244,1.428571
1003008,57,2750.49,9,4,2,1,11,770.413284,398.92377,6,4.822106,19,7.770675,2.777778
1003009,139,392.93,2,4,2,6,10,142.131887,119.408073,7,0.84544,18,1.911942,3.076923
1003012,51,3889.98,5,4,2,6,11,88.460448,118.02174,6,0.845249,18,1.235379,1.935484
1003014,57,3339.88,4,4,2,3,11,203.793124,197.280536,6,1.034528,18,2.838085,1.578947
1003016,114,2239.69,4,4,2,6,11,87.678656,95.247864,6,0.720718,19,2.534593,2.5
1003018,77,1532.42,1,4,2,1,7,171.651192,111.643064,7,1.600948,18,2.369599,2.666667
1003019,102,1414.54,11,4,2,4,7,205.534794,118.310333,7,1.849715,18,1.918929,3.076923
1003022,43,589.39,2,4,2,6,9,159.660462,98.320597,6,0.804916,19,1.85238,2.439024
1003023,107,0,2,4,2,6,9,214.15445,138.183867,8,0.824056,19,1.78259,2.564103
1003030,157,3064.83,5,4,2,6,11,171.621214,178.120638,6,2.411263,20,2.482784,0.91954
1003036,96,2318.27,5,4,2,4,9,83.896944,95.279977,3,0.734062,19,1.608828,2.564103
1003042,34,353.63,2,4,2,6,10,94.5344,93.342725,8,0.274261,18,0.746192,2.5
1003047,99,1886.05,3,4,2,6,11,109.128454,89.297438,7,1.001044,18,1.334687,3.076923
1003049,89,3418.47,6,4,2,6,11,224.686352,179.927241,3,1.064241,20,2.210209,2
1003053,96,3064.83,10,4,2,3,10,101.957348,93.843615,7,1.187038,19,1.552836,1.369863
1003055,103,1493.12,5,4,2,6,11,207.170275,191.313948,7,0.833906,19,1.771703,2.325581
1003057,72,2239.69,7,4,3,6,11,144.156905,92.724821,7,1.767413,20,1.593834,2.051282
1003059,5,707.27,2,4,2,6,11,182.910668,174.872594,6,0.468874,19,1.401729,1.612903
1003062,214,8840.86,5,4,2,6,11,185.634168,168.023277,4,1.474921,20,2.370894,2.051282
1003063,107,5893.91,7,4,2,6,10,141.86186,143.368877,4,0.529715,19,1.284659,2.5
1003064,167,1532.42,1,4,2,6,11,120.349395,128.598797,6,0.425766,20,0.877739,1.666667
1003066,139,7858.55,7,4,2,1,9,266.006695,231.629103,7,0.481689,19,1.725132,2.564103
1003069,46,392.93,1,4,2,1,13,207.071394,170.200538,10,0.468153,20,1.138361,1.538462
1003071,220,982.32,2,4,2,6,10,157.485627,84.508663,6,0.400149,20,1.258913,1.702128
1003075,94,6601.18,8,4,2,3,10,295.337942,156.08123,7,1.155476,18,4.342935,2.666667
1003077,136,216.11,3,4,2,1,9,164.53915,91.35196,9,0.792834,18,3.022442,1.690141
1003087,204,707.27,8,4,2,1,2,205.964702,185.547475,6,1.787965,18,1.761834,3.076923
1003088,181,9823.18,5,4,2,6,2,271.43833,246.468501,6,1.568428,19,4.407173,1.785714
1003089,42,1689.59,4,4,2,1,2,110.330133,100.947657,7,0.272568,17,0.472902,2.564103
1003090,145,1532.42,1,4,2,1,2,84.604016,90.863012,9,0.272936,18,0.544256,3
1003092,60,3929.27,5,4,2,1,2,196.877471,166.709629,5,0.640708,20,1.4887,1.311475
1003098,38,5893.91,1,4,2,1,2,282.141728,244.980604,6,1.623588,20,3.12876,2.051282
1003137,40,9823.18,2,7,3,6,14,184.327335,167.413334,8,1.181125,20,2.477466,2.051282
1003139,29,7229.86,4,0,3,6,19,360.733969,317.214464,6,2.847369,18,4.62167,2.181818
1003143,56,687.62,1,4,2,4,11,203.458345,167.395119,6,2.100577,18,2.388189,1.846154
1003148,68,1866.4,5,4,0,6,9,156.023884,177.639516,5,1.835901,19,1.858731,2.702703
1003149,35,2946.95,5,4,0,4,11,291.202125,237.023747,6,3.507573,18,3.293454,1.518987
1003151,56,13752.46,3,4,0,1,13,135.316004,134.734019,5,0.836257,19,1.494369,2.325581
1003153,34,1964.64,1,4,0,6,1,290.605467,192.935357,9,1.614718,20,2.032743,2.051282
1003155,81,353.63,3,4,0,1,13,77.233927,110.647922,6,0.415681,19,1.82483,1.754386
1003162,34,1375.25,3,4,0,6,11,842.832856,327.801655,7,6.85978,19,4.957895,2.325581
1003163,104,2239.69,11,4,0,4,11,144.244485,90.87019,5,1.206724,19,1.890072,1.666667
1003170,27,3948.92,5,4,2,2,2,164.630222,129.890181,4,0.656196,18,2.546231,1.818182
1003174,102,5893.91,4,4,3,1,9,172.141043,129.986997,7,0.82448,20,1.673755,1.403509
1003176,71,707.27,7,4,2,1,9,208.47947,151.70362,6,0.312718,20,0.815847,1.95122
1003181,144,3929.27,5,4,2,1,9,299.083945,246.99515,4,1.192421,18,5.707103,1.904762
1003187,48,14734.77,6,7,3,1,6,559.126287,491.476318,7,5.06234,17,4.664925,2.692308
1003189,72,8840.86,4,7,3,2,6,448.424016,394.829571,7,4.842192,19,5.128928,2.439024
1003190,48,8840.86,2,7,3,6,5,308.037533,277.688391,7,0.879596,18,3.821072,2.553191
1003195,54,10805.5,3,7,3,6,5,207.381196,167.412937,5,0.904064,19,4.561648,1.25
1003196,48,16699.41,5,7,3,6,6,148.509955,131.900219,6,0.537405,19,0.858518,1.578947
1003199,63,4420.43,3,7,3,6,6,394.622027,329.036641,6,2.084594,20,4.364083,1.290323
1003255,65,10805.5,3,7,3,6,10,376.575204,416.339387,7,3.125419,20,5.527579,1.73913
1003257,93,8840.86,1,7,3,6,10,334.482549,355.183162,9,4.346093,18,4.731099,1.37931
1003259,98,29469.55,1,7,3,6,2,391.881731,454.994423,10,1.904777,18,1.935374,2.162162
1003260,49,14734.77,1,7,3,6,6,290.109789,323.073525,7,4.611585,20,3.921366,0.869565
1003261,56,5402.75,0,7,3,6,6,255.694284,286.314724,7,2.190659,19,1.962632,2.564103
1003272,71,25540.28,6,7,3,6,10,625.62623,332.547765,7,6.005291,21,5.599281,1.22449
1003282,178,29469.55,4,7,3,6,10,1042.614648,837.104561,6,12.929952,20,11.143505,0.888889
1003292,70,16699.41,4,7,3,6,1,583.008248,507.938907,8,3.271573,21,4.590091,1.764706
1003783,37,657.89,5,4,2,4,6,169.057796,132.015769,7,1.475956,18,2.320635,2.5
1003785,107,733.08,1,4,2,2,3,134.159568,105.498318,7,1.021709,19,2.514111,1.538462
1003789,41,1541.35,0,4,2,6,7,93.318039,122.243479,8,1.026372,18,1.855487,1.846154
1003794,14,714.29,5,4,2,4,2,414.293774,121.517259,9,0.608391,18,0.963539,2.264151
1003796,220,44172.93,4,7,3,6,11,849.775877,493.900214,6,17.207983,19,17.277104,2
1003799,63,19736.84,4,7,3,6,12,342.431454,188.166659,7,2.775959,19,7.213057,1.851852
1003800,120,6578.95,1,7,3,2,10,247.062285,137.921354,6,4.310236,18,2.938744,2.666667
1003801,80,19736.84,4,7,3,6,7,637.818354,385.551393,7,5.408442,19,7.621263,2.173913
1003802,392,28195.49,3,7,3,6,7,451.560354,291.817048,6,5.967538,19,7.381967,1.818182
1003804,48,15977.44,6,7,3,6,3,460.569593,221.235396,7,5.484593,17,3.983794,3.589744
1003807,80,19736.84,3,7,3,6,7,448.615708,285.041436,7,1.072718,19,6.951602,1.098901
1003811,75,28195.49,3,7,3,6,2,417.751237,220.276494,7,8.241796,21,2.394435,1.875
1003812,150,39473.68,3,7,3,6,11,663.65627,330.926499,6,8.761371,20,7.625268,1.666667
1003814,115,24436.09,3,7,3,2,4,474.285843,260.907472,7,6.631726,20,3.30742,1.904762
1003815,175,28195.49,2,7,3,6,2,487.946035,296.85492,7,3.915079,20,6.863526,1.860465
1003826,65,15977.44,3,7,3,6,11,365.688495,207.715191,7,2.315133,20,3.548733,2.051282
1003828,93,8458.65,1,7,3,6,12,408.837288,244.016717,10,6.007711,18,4.502938,2.608696
1003830,98,28195.49,1,7,3,6,3,469.42233,518.786513,9,1.889967,19,1.703125,1.538462
1003832,56,5169.17,0,7,3,6,7,320.975752,156.060976,4,0.964756,19,1.69381,2.051282
1003835,70,24436.09,6,7,3,6,11,548.272813,231.74735,7,5.217423,21,4.297519,1.304348
1003836,110,28195.49,2,7,3,2,5,407.054078,154.74925,7,3.549139,21,4.046176,1.538462
1003861,200,19736.84,1,7,3,6,14,648.916174,339.349925,8,4.194349,19,3.527748,2.5
1003862,68,39473.68,3,7,3,6,8,576.73844,287.352797,8,7.566802,21,6.53346,1.5
1003865,50,12218.05,4,7,3,6,1,449.28372,289.204966,8,3.442946,22,4.584647,1.290323
1003866,52,21616.54,4,7,3,6,4,109.472787,71.263508,10,0.798836,19,0.79841,2.325581
1003867,62,12218.05,5,7,3,6,2,689.876888,663.891793,7,8.698421,19,4.845174,2.222222
1003870,65,12218.05,5,7,3,6,11,331.940593,178.875945,8,2.912661,19,5.221349,1.960784
1003871,68,28195.49,3,7,3,6,2,447.048435,235.431474,6,2.144422,18,6.201464,2.5
1003882,55,1879.7,4,0,3,6,16,209.932256,338.604648,4,0.618547,18,3.151563,2.181818
1003883,52,5639.1,3,0,3,6,6,189.69992,262.494605,6,1.494051,18,2.283495,1.73913
1003885,64,7518.8,1,0,3,6,16,234.208819,251.100656,5,2.518369,20,3.000762,1.509434
1003888,42,1879.7,2,0,3,6,14,176.480302,198.718665,7,1.548846,18,2.73401,2.264151
1003890,41,1503.76,1,0,3,6,16,143.12498,173.327266,9,1.476657,16,1.372044,2.352941
1003891,39,11278.2,3,0,3,6,1,426.785498,366.223455,7,1.817044,21,5.977146,1.304348
1003892,39,11278.2,4,0,3,6,16,82.857092,84.877434,7,1.370019,19,1.248827,2.631579
1003894,39,3759.4,6,0,3,6,14,201.893846,248.505071,8,2.014122,19,4.378569,1.587302
1003896,38,8270.68,2,7,3,2,4,244.723614,166.15471,5,0.717132,18,2.35219,2.926829
1003898,38,7857.14,7,0,3,6,15,131.118405,132.423884,8,0.692935,19,1.068349,1.162791
1003899,39,1503.76,2,0,3,6,13,170.90198,114.084364,6,2.987047,20,3.270299,1.568627
1003900,31,1503.76,0,0,3,6,17,430.663442,326.997574,6,1.102194,20,5.836029,1.666667
